|id|ret
12|25013|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
13|25014|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
14|25015|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
15|25016|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
16|25017|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
17|25018|用户来电反映手机在所有地方均无法连接网络，查询用户手机状态正常，已为用户一键体检，无效；建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。！
18|25019|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
19|25020|用户来电反映手机在所有地方均无法连接网络，查询用户手机状态正常，已为用户一键体检，无效；建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。		
20|25021|用户来电反映对202102月份的流量使用情况有疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方为其核实具体使用情况，请尽快处理，谢谢！
21|25022|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
22|25023|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
23|25024|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
24|25025|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
25|25026|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
26|25027|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
27|25028|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
28|25029|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
29|25030|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
30|25031|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
31|25032|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
32|25033|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
33|25034|用户来电反映手机在所有地方均无法连接网络，查询用户手机状态正常，已为用户一键体检，无效；建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。		
34|25035|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
35|25036|用户来电反映手机在所有地方均无法连接网络，查询用户手机状态正常，已为用户一键体检，无效；建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。！
36|25037|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
37|25038|用户来电反映手机在所有地方均无法连接网络，查询用户手机状态正常，已为用户一键体检，无效；建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。		
38|25039|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
39|25040|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
40|25041|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
41|25042|客户您好，您投诉的区域的相关基站已经建设完成，目前正在对设备紧某某人调试中，希望您能耐心等待，感谢您对我们工作的支持。;投诉现象最近发生时间：一直信号不好;
42|25043|客户来电反映无法接收到短信，请提供下发的号码******以及时间**:**:**，为客户记录反映，客户的诉求****
43|25044|客户来电反映无法接收到短信，请提供下发的号码******以及时间**:**:**，为客户记录反映，客户的诉求****
44|25045|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
45|25046|客服中心接到客户反映通过通信大数据行程卡获取验证码后，点击查询提示“验证码错误”，再次重新获取时无法接收到验证码。
46|25047|客服中心接到客户反映通过通信大数据行程卡获取验证码后，提示“应用服务异常”。客户诉求：*******
47|25048|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
48|25049|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
49|25050|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
50|25051|用户来电对本月产生的流量使用情况不认可，我方按照移动上网日志向用户解释，用户不认可，要求我方专人核实处理并回复，解释无效，转接专席失败，请尽快处理，谢谢！
51|25052|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
52|25053|客户您好，您投诉的区域的相关基站已经建设完成，目前正在对设备紧某某人调试中，希望您能耐心等待，感谢您对我们工作的支持。;投诉现象最近发生时间：一直信号不好;
53|25054|用户来电反映手机在所有地方均无法连接网络，查询用户手机状态正常，已为用户一键体检，无效；建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。		
54|25055|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
55|25056|用户来电反映对202102月份的流量使用情况有疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方为其核实具体使用情况，请尽快处理，谢谢！
56|25057|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
57|25058|客服中心接到客户反映通过通信大数据行程卡获取验证码后，点击查询提示“验证码错误”，再次重新获取时无法接收到验证码。
58|25059|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
59|25060|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
60|25061|用户来电反映手机在所有地方均无法连接网络，查询用户手机状态正常，已为用户一键体检，无效；建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。		
61|25062|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
62|25063|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
63|25064|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
64|25065|用户来电反映对202102月份的流量使用情况有疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方为其核实具体使用情况，请尽快处理，谢谢！
65|25066|用户来电反映对202102月份的流量使用情况有疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方为其核实具体使用情况，请尽快处理，谢谢！
66|25067|用户来电反映对202102月份的流量使用情况有疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方为其核实具体使用情况，请尽快处理，谢谢！
67|25068|客户来电反映其不欠费，但现却接到催缴欠费短信，经系统查询为几年前的历史欠费记录，请先安抚客户此问题已上报，并建议客户随时关注，如客户强烈不认可，记录工单反馈。
68|25069|客服中心接到客户反映通过通信大数据行程卡获取验证码后，点击查询提示“验证码错误”，再次重新获取时无法接收到验证码。
69|25070|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
70|25071|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
71|25072|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
72|25073|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
73|25074|用户来电反映对202101月份的流量使用情况有疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方为其核实具体使用情况，请尽快处理，谢谢！
74|25075|用户来电反映手机在所有地方均无法连接网络，查询用户手机状态正常，已为用户一键体检，无效；建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。		
75|25076|用户来电反映对202102月份的流量使用情况有疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方为其核实具体使用情况，请尽快处理，谢谢！
76|25077|用户来电反映对202102月份的流量使用情况有疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方为其核实具体使用情况，请尽快处理，谢谢！
77|25078|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
78|25079|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
79|25080|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
80|25081|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
81|25082|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
82|25083|用户来电反映手机在所有地方均无法连接网络，查询用户手机状态正常，已为用户一键体检，无效；建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。		
83|25084|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
84|25085|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
85|25086|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
86|25087|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
87|25088|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
88|25089|客户来电反映从202101时间开始，在所有位置信号正常，无法上网，换机换卡无效，经系统查询号码状态正常，已为客户进行“一键体检”操作无效，客户要求我方核实具体原因并回复，谢谢！
89|25090|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
90|25091|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
91|25092|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
92|25093|用户来电反映对202102月份的流量使用情况有疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方为其核实具体使用情况，请尽快处理，谢谢！
93|25094|客户您好，您投诉的区域的相关基站已经建设完成，目前正在对设备紧某某人调试中，希望您能耐心等待，感谢您对我们工作的支持。;投诉现象最近发生时间：一直信号不好;
94|25095|客户来电反映无法接收到短信，请提供下发的号码******以及时间**:**:**，为客户记录反映，客户的诉求****
95|25096|客户来电反映从202101时间开始，在所有位置信号正常，无法上网，换机换卡无效，经系统查询号码状态正常，已为客户进行“一键体检”操作无效，客户要求我方核实具体原因并回复，谢谢！
96|25097|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
97|25098|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
98|25099|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
99|25100|用户来电反映对202102月份的流量使用情况有疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方为其核实具体使用情况，请尽快处理，谢谢！
100|25101|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
101|25102|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
102|25103|客户来电反映从202101时间开始，在所有位置信号正常，无法上网，换机换卡无效，经系统查询号码状态正常，已为客户进行“一键体检”操作无效，客户要求我方核实具体原因并回复，谢谢！
103|25104|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
104|25105|用户来电反映对202012月份的流量使用情况有疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方为其核实具体使用情况，请尽快处理，谢谢！
105|25106|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
106|25107|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
107|25108|用户来电反映手机在所有地方均无法连接网络，查询用户手机状态正常，已为用户一键体检，无效；建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。		
108|25109|用户来电反映对202101月份的流量使用情况有疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方为其核实具体使用情况，请尽快处理，谢谢！
109|25110|您反映的问题,经初步核查为周边用户私装非官方干扰器或直放站对我公司现网基站设备产生干扰导致，我公司无法强制要求用户拆除，此问题将反馈至北京市无线电管理部门，建议您关注后续使用情况，感谢您的理解与支持。;投诉现象最近发生时间：以前信号很好，最近信号不好;
110|25111|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
111|25112|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
112|25113|客户来电反映其不欠费，但现却接到催缴欠费短信，经系统查询为几年前的历史欠费记录，请先安抚客户此问题已上报，并建议客户随时关注，如客户强烈不认可，记录工单反馈。
113|25114|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
114|25115|用户来电反映手机在所有地方均无法连接网络，查询用户手机状态正常，已为用户一键体检，无效；建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。		
115|25116|用户来电反映对202102月份的流量使用情况有疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方为其核实具体使用情况，请尽快处理，谢谢！
116|25117|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
117|25118|客服中心接到客户反映通过通信大数据行程卡获取验证码后，点击查询提示“验证码错误”，再次重新获取时无法接收到验证码。
118|25119|客户来电反映无法接收到短信，请提供下发的号码******以及时间**:**:**，为客户记录反映，客户的诉求****
119|25120|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
120|25121|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
121|25122|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
122|25123|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
123|25124|用户来电反映对202101月份的流量使用情况有疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方为其核实具体使用情况，请尽快处理，谢谢！
124|25125|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
125|25126|用户来电反映对202102月份的流量使用情况有疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方为其核实具体使用情况，请尽快处理，谢谢！
126|25127|用户来电反映手机在所有地方均无法连接网络，查询用户手机状态正常，已为用户一键体检，无效；建议用户换机尝试，用户不认可，要求投诉，请尽快处理，谢谢。！
127|25128|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
128|25129|用户来电反映对202102月份的流量使用情况有疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方为其核实具体使用情况，请尽快处理，谢谢！
129|25130|客户来电反映无法接收到短信，请提供下发的号码******以及时间**:**:**，为客户记录反映，客户的诉求****
130|25131|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
131|25132|客服中心接到客户反映通过通信大数据行程卡获取验证码后，点击查询提示“验证码错误”，再次重新获取时无法接收到验证码。
132|25133|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
133|25134|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
134|25135|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
135|25136|用户来电反映对202102月份的流量使用情况有疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方为其核实具体使用情况，请尽快处理，谢谢！
136|25137|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
137|25138|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
138|25139|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
139|25140|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
140|25141|用户来电对本月产生的流量使用情况不认可，我方按照移动上网日志向用户解释，用户不认可，要求我方专人核实处理并回复，解释无效，转接专席失败，请尽快处理，谢谢！
141|25142|用户来电反映对202101月份的流量使用情况有疑义，我某某人常按照上网日志解释并建议其查询上网详单，用户强烈不认可，要求我方为其核实具体使用情况，请尽快处理，谢谢！
142|25143|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
143|25144|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
144|25145|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：以前信号很好，最近信号不好;
145|25146|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
146|25147|客户您好，您投诉的区域的相关基站已经建设完成，目前正在对设备紧某某人调试中，希望您能耐心等待，感谢您对我们工作的支持。;投诉现象最近发生时间：一直信号不好;
147|25148|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
148|25149|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
149|25150|非常感谢您向我们提供这些宝贵信息，我们已经对您反应的问题进行记录反馈，同时我公司也会持续优化网络，建议您留意以后的使用情况，谢谢！;投诉现象最近发生时间：一直信号不好;
